"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","buffer_size","device","discount","env","eval_freq","group","keypoint_predictor_path","log_dir","max_timesteps","n_episodes","name","normalize","normalize_reward","project","reward_model_paths","seed","tau","actor_grad_norm","actor_loss","bc_loss","critic_grad_norm","critic_loss","d4rl_normalized_score","ql_loss","target_q_mean"
"kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_44","crashed","-","","","2024-09-07T22:15:41.000Z","172744","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180991","1000000","10","kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","44","0.005","0.3795236945152282","-0.9999000430107116","0.02350803092122078","0.1870522648096085","0.001546074403449893","85","0.028507530689239505","14.376925468444824"
"kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_42","crashed","-","","","2024-09-05T08:34:45.000Z","172687","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24146687","1000000","10","kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","42","0.005","0.3682594895362854","-1.0007407665252686","0.028716085478663445","0.7043266892433167","0.0021711247973144054","75","0.03371978923678398","14.001201629638672"
"kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_42","crashed","-","","","2024-09-05T08:34:45.000Z","172685","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24146683","1000000","10","kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","42","0.005","0.32502540946006775","-1.0000308752059937","0.02086636424064636","0.4241037964820862","0.00670736376196146","67.5","0.025866519659757618","29.59286117553711"
"kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:44.000Z","172686","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180854","1000000","10","kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","43","0.005","0.35799434781074524","-1.000285506248474","0.034251868724823","0.6226580739021301","0.011018607765436172","67.5","0.03925329819321632","28.89637565612793"
"kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:44.000Z","172685","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180858","1000000","10","kitchen-complete-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","43","0.005","0.46670329570770264","-0.9998008608818054","0.02858954295516014","0.1497889906167984","0.0017744263168424368","65","0.03358854725956917","13.78415870666504"
"kitchen-complete-v0_DiffusionQL_42","crashed","-","","","2024-09-05T08:34:45.000Z","172694","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24146678","1000000","10","kitchen-complete-v0_DiffusionQL_42","true","false","Uni-RLHF-DiffusionQL-Extended","[]","42","0.005","0.3682699203491211","-1.0002340078353882","0.03499284386634827","32.188655853271484","0.2358904629945755","62.5","0.0399940125644207","118.64732360839844"
"kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_44","crashed","-","","","2024-09-07T22:15:42.000Z","172762","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180987","1000000","10","kitchen-complete-v0_DiffusionQL_HumanComparativeRewardMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","44","0.005","0.41896724700927734","-0.9998286366462708","0.034900542348623276","1.3893427848815918","0.008588595315814018","57.49999999999999","0.039899684488773346","29.7699031829834"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_44","crashed","-","","","2024-09-07T22:15:41.000Z","172745","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24180997","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","44","0.005","0.2729005217552185","-0.9998169541358948","0.0941530540585518","2.980133056640625","0.2443060278892517","57.49999999999999","0.09915214031934738","30.015357971191406"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_42","crashed","-","","","2024-09-05T08:34:45.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24146693","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","42","0.005","0.23742638528347015","-0.999554455280304","0.09361532330513","7.655294418334961","0.22553804516792297","55.00000000000001","0.09861309826374054","29.503917694091797"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_42","crashed","-","","","2024-09-05T08:34:48.000Z","172684","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24146691","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","42","0.005","0.299389123916626","-0.9994994401931764","0.11652830243110655","2.430548667907715","0.2081733345985413","55.00000000000001","0.12152580171823502","31.175094604492188"
"kitchen-mixed-v0_DiffusionQL_HumanEvaluativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:45.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24180865","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanEvaluativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","43","0.005","0.27852240204811096","-1.0008158683776855","0.1133769080042839","9.132861137390137","0.5731732845306396","52.5","0.11838098615407944","52.59131622314453"
"kitchen-partial-v0_DiffusionQL_HumanComparativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:45.000Z","172687","","256","2000000","cpu","0.99","kitchen-partial-v0","500","kitchen-partial-v0","","/scratch/slurm_tmpdir/job_24180874","1000000","10","kitchen-partial-v0_DiffusionQL_HumanComparativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","43","0.005","0.2824306786060333","-0.9995995759963988","0.12096844613552094","6.9049153327941895","0.31527918577194214","52.5","0.12596644461154938","29.199005126953125"
"kitchen-complete-v0_DiffusionQL_HumanKeypointPredictorMlp_44","crashed","-","","","2024-09-07T22:15:37.000Z","172745","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180989","1000000","10","kitchen-complete-v0_DiffusionQL_HumanKeypointPredictorMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[]","44","0.005","0.3877188265323639","-1.0006667375564575","0.02124586701393127","22.12612533569336","0.18220707774162292","52.5","0.02624920010566711","119.46974182128906"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_44","crashed","-","","","2024-09-07T22:15:46.000Z","172745","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180993","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","44","0.005","0.315005898475647","-0.9986360669136048","0.1070009395480156","4.228610038757324","0.2649356722831726","52.5","0.11199411749839784","40.84071350097656"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_44","crashed","-","","","2024-09-07T22:15:42.000Z","172745","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180995","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","44","0.005","0.3141278922557831","-0.9997637867927552","0.07365746051073074","6.375722885131836","0.16135703027248385","52.5","0.07865627855062485","31.299381256103516"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_43","crashed","-","","","2024-09-07T22:08:49.000Z","172687","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180860","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","43","0.005","0.2976701557636261","-1.0008001327514648","0.11330249905586244","7.051814556121826","0.2827211618423462","52.5","0.118306502699852","39.89850234985352"
"kitchen-mixed-v0_DiffusionQL_RelabeledComparativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:45.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24180867","1000000","10","kitchen-mixed-v0_DiffusionQL_RelabeledComparativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","43","0.005","0.2874225378036499","-0.9989759922027588","0.10856529325246812","12.284643173217772","0.4602988064289093","50","0.11356016993522644","25.027746200561523"
"kitchen-partial-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:46.000Z","172686","","256","2000000","cpu","0.99","kitchen-partial-v0","500","kitchen-partial-v0","","/scratch/slurm_tmpdir/job_24180871","1000000","10","kitchen-partial-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","43","0.005","0.2611108422279358","-1.0019668340682983","0.11433710902929306","4.542995452880859","0.15738698840141296","50","0.11934694647789","25.51791763305664"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_43","crashed","-","","","2024-09-07T22:08:48.000Z","172684","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180862","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","43","0.005","0.3410796821117401","-1.0000712871551514","0.11293865740299223","5.193309783935547","0.15512198209762573","50","0.11793901026248932","30.635517120361328"
"kitchen-complete-v0_DiffusionQL_RelabeledComparativeRewardMlp_44","crashed","-","","","2024-09-07T22:15:37.000Z","172745","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180990","1000000","10","kitchen-complete-v0_DiffusionQL_RelabeledComparativeRewardMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","44","0.005","0.3829707205295563","-1.0002037286758425","0.023746013641357425","1.4940162897109983","0.008047668263316154","50","0.028747031465172768","16.691871643066406"
"kitchen-complete-v0_DiffusionQL_RelabeledComparativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:44.000Z","172690","","256","2000000","cpu","0.99","kitchen-complete-v0","500","kitchen-complete-v0","","/scratch/slurm_tmpdir/job_24180857","1000000","10","kitchen-complete-v0_DiffusionQL_RelabeledComparativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","43","0.005","0.3596945106983185","-1.0004010200500488","0.02557598613202572","1.6020358800888062","0.010536683723330498","50","0.030577991157770157","16.07295799255371"
"kitchen-mixed-v0_DiffusionQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_43","crashed","-","","","2024-09-07T22:08:48.000Z","172684","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24180863","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","43","0.005","0.2543070912361145","-0.9998292922973632","0.08013979345560074","5.96302604675293","0.4392595589160919","50","0.08513893932104111","54.78616714477539"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_43","crashed","-","","","2024-09-07T22:08:45.000Z","172690","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24180864","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_43","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","43","0.005","0.2362100780010223","-0.999478042125702","0.10842005163431168","3.146838903427124","0.2669186592102051","47.5","0.11341743916273116","31.102733612060547"
"kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_42","crashed","-","","","2024-09-05T08:34:46.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24146690","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","42","0.005","0.2578013837337494","-0.9995453357696532","0.1033211201429367","6.2403950691223145","0.30335327982902527","47.5","0.10831885039806366","42.396018981933594"
"kitchen-mixed-v0_DiffusionQL_44","crashed","-","","","2024-09-07T22:15:41.000Z","172747","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24180992","1000000","10","kitchen-mixed-v0_DiffusionQL_44","true","false","Uni-RLHF-DiffusionQL-Extended","[]","44","0.005","0.2942003905773163","-1.0011146068572998","0.11687863618135452","79.34030151367188","5.897234916687012","47.5","0.12188421189785004","87.78892517089844"
"kitchen-mixed-v0_DiffusionQL_HumanKeypointPredictorMlp_42","crashed","-","","","2024-09-05T08:34:47.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","/scratch/slurm_tmpdir/job_24146695","1000000","10","kitchen-mixed-v0_DiffusionQL_HumanKeypointPredictorMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[]","42","0.005","0.2852531373500824","-1.00016987323761","0.09667518734931946","90.88457489013672","7.315773010253906","47.5","0.10167603939771652","87.00291442871094"
"kitchen-mixed-v0_DiffusionQL_RelabeledComparativeRewardMlp_42","crashed","-","","","2024-09-05T08:34:45.000Z","172685","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24146696","1000000","10","kitchen-mixed-v0_DiffusionQL_RelabeledComparativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","42","0.005","0.2872830033302307","-1.0023736953735352","0.09991099685430528","4.0218610763549805","0.3441316485404968","47.5","0.10492286831140518","24.572250366210938"
"kitchen-partial-v0_DiffusionQL_HumanEvaluativeRewardMlp_42","crashed","-","","","2024-09-05T09:15:13.000Z","172715","","256","2000000","cpu","0.99","kitchen-partial-v0","500","kitchen-partial-v0","","/scratch/slurm_tmpdir/job_24146704","1000000","10","kitchen-partial-v0_DiffusionQL_HumanEvaluativeRewardMlp_42","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","42","0.005","0.22839926183223724","-1.0005043745040894","0.09616728872060776","1.942122220993042","0.11515279114246368","47.5","0.10116980969905852","20.64978408813477"
"kitchen-mixed-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_44","crashed","-","","","2024-09-07T22:15:38.000Z","172745","","256","2000000","cpu","0.99","kitchen-mixed-v0","500","kitchen-mixed-v0","","/scratch/slurm_tmpdir/job_24181001","1000000","10","kitchen-mixed-v0_DiffusionQL_RelabeledEvaluativeRewardMlp_44","true","false","Uni-RLHF-DiffusionQL-Extended","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","44","0.005","0.2904621362686157","-1.0011909008026123","0.11171572655439375","0.5748390555381775","0.019230013713240623","47.5","0.11672168225049973","10.331695556640623"
