"Name","State","Notes","User","Tags","Created","Runtime","Sweep","actor_lr","batch_size","beta","buffer_size","device","discount","env","eval_freq","group","iql_deterministic","iql_tau","keypoint_predictor_path","load_model","max_timesteps","n_episodes","name","normalize","normalize_reward","project","qf_lr","reward_model_paths","seed","tau","vf_lr","log_dir","actor_loss","d4rl_normalized_score","q_loss","value_loss"
"kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140475","-16.12249183654785","60","0.019460445269942284","0.0023386324755847454"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_2","crashed","-","","","2024-09-04T15:35:19.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145501","-38.656002044677734","57.49999999999999","0.0020830905996263027","0.0002060593687929213"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:41.000Z","21474","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140481","-158.7436981201172","47.5","146.25543212890625","28.71189308166504"
"kitchen-mixed-v0_IQL_1","crashed","-","","","2024-09-04T06:40:37.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_1","true","false","Uni-RLHF-IQL","0.0003","[]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140478","-121.4897003173828","47.5","2.9121789932250977","0.4664041996002197"
"kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_0","crashed","-","","","2024-09-03T13:52:20.000Z","21563","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[]","0","0.005","0.0003","","-1.1072449684143066","45","1.3079416751861572","0.05937149375677109"
"kitchen-partial-v0_IQL_2","finished","-","","","2024-09-04T16:18:14.000Z","20967","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_2","true","false","Uni-RLHF-IQL","0.0003","[]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145518","-155.2716827392578","45","2.8920514583587646","0.5377458333969116"
"kitchen-partial-v0_IQL_HumanComparativeRewardMlp_2","crashed","-","","","2024-09-04T16:24:24.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanComparativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145523","-73.82288360595703","45","0.7585777044296265","0.210185706615448"
"kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:39.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140487","-105.36214447021484","45","12.910662651062012","6.169685363769531"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140471","-51.97980880737305","45","0.0000710538515704684","0.00000849683510750765"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_0","crashed","-","","","2024-09-03T19:15:07.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-201.337890625","42.5","32.10677719116211","47.15202713012695"
"kitchen-partial-v0_IQL_HumanKeypointPredictorMlp_2","crashed","-","","","2024-09-04T16:24:26.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-partial-v0_IQL_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145525","-249.70127868652344","40","7.166132926940918","1.5324697494506836"
"kitchen-complete-v0_IQL_2","crashed","-","","","2024-09-04T15:33:31.000Z","21483","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_2","true","false","Uni-RLHF-IQL","0.0003","[]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145498","-28.2430477142334","40","0.010532941669225693","0.0007715055253356695"
"kitchen-mixed-v0_IQL_0","crashed","-","","","2024-09-01T10:27:56.000Z","21482","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_0","true","false","Uni-RLHF","0.0003","[]","0","0.005","0.0003","","-70.8451919555664","40","2.464175224304199","0.496564507484436"
"kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:27.000Z","21562","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-84.33881378173828","37.5","2.829834222793579","0.782381534576416"
"kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_0","crashed","-","","","2024-09-03T13:52:22.000Z","21553","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-40.26328659057617","37.5","0.003181990934535861","0.0002512555802240968"
"kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","crashed","-","","","2024-09-04T16:11:14.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145512","-160.88677978515625","37.5","21.196609497070312","4.084438800811768"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:43.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140479","-160.41526794433594","37.5","156.0177001953125","36.85186767578125"
"kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_1","finished","-","","","2024-09-04T06:40:39.000Z","21401","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140490","-66.11363983154297","35","0.9298781156539916","0.2305154055356979"
"kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140494","-115.0167007446289","35","12.9161376953125","5.087626934051514"
"kitchen-partial-v0_IQL_RelabeledComparativeRewardMlp_2","finished","-","","","2024-09-04T16:24:24.000Z","21305","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_RelabeledComparativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145526","-28.051166534423828","35","0.23816056549549103","0.043800827115774155"
"kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_2","crashed","-","","","2024-09-04T16:14:22.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145517","-117.19352722167967","35","2.571438789367676","1.121607542037964"
"kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_0","crashed","-","","","2024-09-03T19:24:11.000Z","21565","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-249.219970703125","35","96.8405303955078","49.37519073486328"
"kitchen-complete-v0_IQL_1","crashed","-","","","2024-09-04T06:40:37.000Z","21490","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_1","true","false","Uni-RLHF-IQL","0.0003","[]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140468","-26.022932052612305","35","0.002837575040757656","0.0004786548961419612"
"kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_2","crashed","-","","","2024-09-04T16:24:24.000Z","21561","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145524","-232.27032470703125","35","8.871176719665527","5.044680118560791"
"kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_1","finished","-","","","2024-09-04T06:40:38.000Z","21152","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140486","-127.21814727783205","35","22.160255432128903","6.866678237915039"
"kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:25.000Z","21570","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-88.73885345458984","35","2.013838768005371","0.5583805441856384"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:37.000Z","21478","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140473","-44.95561981201172","32.5","0.0012706730049103498","0.00013466466043610126"
"kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:41.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-partial-v0_IQL_HumanComparativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140491","-391.1218566894531","32.5","216.34002685546875","24.44562339782715"
"kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:33.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-43.90523147583008","32.5","5.318149089813232","0.6118544936180115"
"kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","crashed","-","","","2024-09-04T16:23:27.000Z","21560","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-partial-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145522","-321.3261413574219","32.5","2043.6875","609.9423828125"
