"Name","State","Notes","User","Tags","Created","Runtime","Sweep","actor_lr","batch_size","beta","buffer_size","device","discount","env","eval_freq","group","iql_deterministic","iql_tau","keypoint_predictor_path","load_model","max_timesteps","n_episodes","name","normalize","normalize_reward","project","qf_lr","reward_model_paths","seed","tau","vf_lr","log_dir","actor_loss","d4rl_normalized_score","q_loss","value_loss"
"kitchen-partial-v0_IQL_RelabeledEvaluativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:39.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_RelabeledEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140497","-160.9345245361328","17.5","716.7120361328125","120.80512237548828"
"kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21482","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140484","-53.79241180419922","17.5","0.3666558563709259","0.06732150912284851"
"kitchen-partial-v0_IQL_RelabeledComparativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:25.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_RelabeledComparativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-41.581581115722656","17.5","0.2934039235115051","0.04646595939993858"
"kitchen-partial-v0_IQL_HumanComparativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:29.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_HumanComparativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-18.906360626220703","15","0.6817383766174316","0.08809143304824829"
"kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_2","crashed","-","","","2024-09-04T15:37:22.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145505","-55.94634246826172","15","0.021007318049669262","0.0019578419160097837"
"kitchen-partial-v0_IQL_RelabeledEvaluativeRewardMlp_0","crashed","-","","","2024-09-03T13:54:27.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-partial-v0","1000","kitchen-partial-v0","false","0.9","","","1000000","10","kitchen-partial-v0_IQL_RelabeledEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-partial-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-201.0381317138672","15","700.5208740234375","86.40745544433594"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_2","crashed","-","","","2024-09-04T16:00:41.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145510","-44.42000579833984","15","0.2996789216995239","0.062482595443725586"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_0","crashed","-","","","2024-09-03T13:52:20.000Z","21572","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","0","0.005","0.0003","","-39.67928695678711","15","1.2779459953308103","0.20482510328292847"
"kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_2","crashed","-","","","2024-09-04T15:38:21.000Z","21545","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145506","-55.28694152832031","12.5","0.00007384863420156762","0.000006746825420123059"
"kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_2","crashed","-","","","2024-09-04T16:14:20.000Z","21571","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_RelabeledComparativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145516","-36.80821990966797","12.5","0.3345867395401001","0.062290482223033905"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21490","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140483","-39.63846969604492","12.5","2.0479042530059814","0.3817722201347351"
"kitchen-complete-v0_IQL_RelabeledEvaluativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21481","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_RelabeledEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140477","-40.27656936645508","10","0.0001978598738787696","0.00003680932422867045"
"kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","crashed","-","","","2024-09-03T19:16:00.000Z","21541","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-100.05651092529295","10","7.640743255615234","1.4061459302902222"
"kitchen-mixed-v0_IQL_HumanKeypointPredictorMlp_1","crashed","-","","","2024-09-04T06:40:41.000Z","21480","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-mixed-v0_IQL_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140485","-118.07471466064452","7.5","10.50587272644043","2.243500232696533"
"kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_2","crashed","-","","","2024-09-04T16:13:15.000Z","21575","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145514","-87.04814147949219","5","0.5617895126342773","0.08243999630212784"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_0","crashed","-","","","2024-09-03T18:39:05.000Z","21557","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-76.20684814453125","5","1.8447651863098145","0.499712735414505"
"kitchen-complete-v0_IQL_RelabeledEvaluativeRewardMlp_0","crashed","-","","","2024-09-03T13:52:18.000Z","21563","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_RelabeledEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","-51.00093078613281","5","0.000023047068680170923","0.00000323924291478761"
"kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_2","crashed","-","","","2024-09-04T16:11:11.000Z","21578","","0.0003","256","10","2000000","cpu","0.99","kitchen-mixed-v0","1000","kitchen-mixed-v0","false","0.9","","","1000000","10","kitchen-mixed-v0_IQL_HumanComparativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-mixed-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145513","-16.292564392089844","2.5","0.1794433295726776","0.023845979943871495"
"kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_1","crashed","-","","","2024-09-04T06:40:38.000Z","21467","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_RelabeledComparativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/relabeled_comparative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140476","-48.976566314697266","2.5","0.00011050415196223184","0.000011669495506794192"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","failed","-","","","2024-09-03T18:36:59.000Z","12","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","failed","-","","","2024-09-03T13:52:24.000Z","18","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_1","failed","-","","","2024-09-04T06:40:37.000Z","29","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140474","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_1","failed","-","","","2024-09-04T06:40:37.000Z","32","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140470","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_0","failed","-","","","2024-09-03T18:35:01.000Z","11","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","failed","-","","","2024-09-04T06:40:38.000Z","30","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140469","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_2","failed","-","","","2024-09-04T15:33:31.000Z","16","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145500","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","failed","-","","","2024-09-04T15:33:31.000Z","15","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanComparativeRewardMlp_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_comparative_reward_mlp.pt"",""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145499","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","failed","-","","","2024-09-04T06:40:38.000Z","22","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_1","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","1","0.005","0.0003","/scratch/slurm_tmpdir/job_24140472","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","failed","-","","","2024-09-04T15:35:23.000Z","11","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_25_len_100_seed_0/models/human_keypoint_predictor_mlp.pt","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_HumanKeypointPredictorMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145502","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_2","failed","-","","","2024-09-04T15:37:21.000Z","12","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_2","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","2","0.005","0.0003","/scratch/slurm_tmpdir/job_24145504","NaN","","NaN","NaN"
"kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_0","failed","-","","","2024-09-03T13:53:09.000Z","11","","0.0003","256","10","2000000","cpu","0.99","kitchen-complete-v0","1000","kitchen-complete-v0","false","0.9","","","1000000","10","kitchen-complete-v0_IQL_HumanEvaluativeRewardMlp_0","true","false","Uni-RLHF-IQL","0.0003","[""../../rlhf/model_logs/kitchen-complete-v0/epoch_1000_query_200_len_100_seed_0/models/human_evaluative_reward_mlp.pt""]","0","0.005","0.0003","","NaN","","NaN","NaN"